"","Name","State","Bank","BankState","NAICS","ApprovalFY","Term","NoEmp","NewExist","CreateJob","RetainedJob","UrbanRural","RevLineCr","DisbursementGross","BalanceGross","MIS_Status","GrAppv","SBA_Appv"
"1056","Young Kang","NY","JPMORGAN CHASE BANK NATL ASSOC","IL",812113,"2007",2,6,1,1,6,1,"N","$50,400.00 ","$0.00 ","CHGOFF","$50,400.00 ","$25,200.00 "
"1057","CHALLENGER WORLDWIDE INC","AZ","BANK OF AMERICA NATL ASSOC","OR",0,"1998",60,25,1,0,0,0,"Y","$50,705.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"1058","Ihostpoker LLC","TX","JPMORGAN CHASE BANK NATL ASSOC","IL",624190,"2007",84,2,1,0,2,1,"Y","$62,243.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"1059","AUTOMEX INC","KS","INTRUST BANK NATL ASSOC","KS",811111,"2006",59,3,1,0,3,1,"0","$45,000.00 ","$0.00 ","P I F","$45,000.00 ","$38,250.00 "
"1060","SHELBYCO, INC. DBA  GYMNASTICS","CA","CAPITAL ONE NATL ASSOC","VA",611620,"2007",84,20,2,10,20,1,"N","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"1061","COLLEGIATE ADVISORS, LLC","PA","CAPITAL ONE NATL ASSOC","VA",813920,"2007",33,4,1,0,4,1,"N","$15,000.00 ","$0.00 ","CHGOFF","$15,000.00 ","$7,500.00 "
"1062","SAM'S MARKET","CA","COMMONWEALTH BUSINESS BANK","CA",445120,"2006",264,6,1,0,6,1,"0","$1,050,000.00 ","$0.00 ","P I F","$1,050,000.00 ","$787,500.00 "
"1063","SOUNDVIEW VARIETY & SOUNDVIEW","CT","HOME LOAN INVEST BANK F.S.B.","RI",452990,"1998",240,2,1,0,0,0,"N","$212,000.00 ","$0.00 ","P I F","$252,000.00 ","$189,000.00 "
"1064","Arma International, Inc. dba A","OR","BANK OF AMERICA NATL ASSOC","NC",561990,"2007",84,11,1,2,11,1,"Y","$120,000.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"1065","RELIABLE SOURCE INC","CA","PACIFIC PREMIER BANK","CA",423510,"2006",84,7,1,2,9,1,"Y","$491,655.00 ","$0.00 ","P I F","$350,000.00 ","$175,000.00 "
"1066","RUDI MAULDIN","ID","WELLS FARGO BANK NATL ASSOC","SD",236115,"2007",54,1,1,3,4,2,"Y","$18,710.00 ","$0.00 ","CHGOFF","$10,000.00 ","$5,000.00 "
"1067","TECHNICAL STRATEGIES INC","VA","BUSINESS FINANCE GROUP, INC.","VA",541512,"2006",240,200,1,10,20,1,"0","$444,000.00 ","$0.00 ","P I F","$444,000.00 ","$444,000.00 "
"1068","STARBURST WEST, INC.","IL","BANK & TRUST COMPANY","IL",0,"1998",142,1,2,0,0,0,"N","$122,000.00 ","$0.00 ","P I F","$122,000.00 ","$91,500.00 "
"1069","Flying K Enterprises","MS","BBCN BANK","CA",484110,"2007",49,1,1,2,1,2,"N","$10,000.00 ","$0.00 ","CHGOFF","$10,000.00 ","$8,500.00 "
"1070","ROSELLI MOVING CORPORATION","NY","LONG ISLAND DEVEL CORP","NY",484110,"1998",240,41,1,16,25,0,"N","$470,000.00 ","$0.00 ","P I F","$470,000.00 ","$470,000.00 "
"1071","Emuy Corporation","NY","JPMORGAN CHASE BANK NATL ASSOC","IL",423990,"2007",56,2,1,1,2,1,"N","$100,000.00 ","$0.00 ","CHGOFF","$100,000.00 ","$50,000.00 "
"1072","BRUSTER'S OLD FASHIONED","PA","DOLLAR BANK A FED. SAVINGS BK","PA",0,"1998",129,30,2,0,0,0,"N","$216,515.00 ","$0.00 ","P I F","$216,515.00 ","$162,386.00 "
"1073","Cash Tiers, Ltd","MN","ANCHOR BANK NATL ASSOC","MN",541219,"2007",72,4,1,0,4,1,"N","$51,300.00 ","$0.00 ","P I F","$51,300.00 ","$43,605.00 "
"1074","NASAI TERIYAKI","WA","WELLS FARGO BANK NATL ASSOC","SD",722110,"1998",120,2,1,0,0,0,"0","$85,000.00 ","$0.00 ","P I F","$85,000.00 ","$68,000.00 "
"1075","Heavenly Rock, Inc.","MO","PNC BANK, NATIONAL ASSOCIATION","DE",531311,"2007",43,2,2,0,2,2,"Y","$69,752.00 ","$0.00 ","CHGOFF","$50,000.00 ","$25,000.00 "
"1076","Shane M. Dawson Law Offices, L","OH","JPMORGAN CHASE BANK NATL ASSOC","IL",541110,"2007",84,1,1,1,1,2,"Y","$136,681.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"1077","H.J. Williams Consulting Servi","MD","BBCN BANK","CA",541611,"2007",55,2,1,2,2,1,"N","$10,000.00 ","$0.00 ","CHGOFF","$10,000.00 ","$8,500.00 "
"1078","CLLF","CA","MUFG UNION BANK NATL ASSOC","CA",424820,"2006",84,1,2,0,1,1,"Y","$10,000.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"1079","INDIA GARDEN INC","TX","BANCO POPULAR NORTH AMERICA","NY",722110,"2006",84,3,2,2,5,1,"Y","$39,905.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"1080","Celebrations Party Store & Mor","OK","UMPQUA BANK","OR",453220,"2007",120,2,2,0,2,1,"N","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$42,500.00 "
"1081","Acropolis Moving And Trucking","NJ","JPMORGAN CHASE BANK NATL ASSOC","IL",484110,"2007",20,6,1,0,4,1,"N","$19,800.00 ","$0.00 ","CHGOFF","$19,800.00 ","$9,900.00 "
"1082","PETERBOROUGH DINER","NH","OCEAN BANK, A DIVISION OF","NH",722110,"1999",240,20,2,0,0,0,"N","$112,500.00 ","$0.00 ","P I F","$112,500.00 ","$84,375.00 "
"1083","Sutton Realty Llc","IL","BBCN BANK","CA",812990,"2007",69,5,1,4,9,1,"N","$20,000.00 ","$0.00 ","CHGOFF","$20,000.00 ","$17,000.00 "
"1084","EBC Construction, Inc.","OR","WEST COAST BANK","OR",236115,"2007",60,3,1,0,3,1,"Y","$42,095.00 ","$0.00 ","P I F","$20,000.00 ","$10,000.00 "
"1085","DR. DEBRA SONGER, DDS","CO","ANB BANK","CO",621210,"1999",120,1,1,0,0,0,"N","$180,000.00 ","$0.00 ","P I F","$180,000.00 ","$135,000.00 "
"1086","Shoe Etc","IL","BBCN BANK","CA",448210,"2007",56,2,2,1,0,1,"N","$20,000.00 ","$0.00 ","CHGOFF","$20,000.00 ","$17,000.00 "
"1087","Knox Waste Service, LLC","TX","CITIZENS BANK NATL ASSOC","TX",562111,"2006",60,19,1,0,0,1,"N","$674,000.00 ","$0.00 ","P I F","$674,000.00 ","$505,500.00 "
"1088","Wendy & Lawrence Napier","MI","PNC BANK, NATIONAL ASSOCIATION","DE",713990,"2007",33,4,2,0,4,1,"Y","$25,461.00 ","$0.00 ","CHGOFF","$10,500.00 ","$5,250.00 "
"1089","METAPHYSICS' WORLD, INC.","AZ","WELLS FARGO BANK NATL ASSOC","SD",453998,"2007",67,2,1,1,3,1,"Y","$49,512.00 ","$0.00 ","CHGOFF","$30,000.00 ","$15,000.00 "
"1090","RICHARD M BROWN","TN","BRANCH BK. & TR CO","NC",452111,"2007",95,4,1,1,4,2,"N","$40,000.00 ","$0.00 ","P I F","$40,000.00 ","$20,000.00 "
"1091","Beytullah Atmaca PA","FL","BANK OF AMERICA NATL ASSOC","NC",531210,"2007",84,1,1,0,1,1,"Y","$54,861.00 ","$0.00 ","P I F","$35,000.00 ","$17,500.00 "
"1092","DYNA-CAM ENGINE CORPORATION","CA","BANK OF THE WEST","CA",336412,"1999",126,10,1,0,0,0,"0","$338,000.00 ","$0.00 ","P I F","$353,000.00 ","$264,750.00 "
"1093","NIKKI KLEIN CONSULTING","KY","U.S. BANK NATIONAL ASSOCIATION","OH",812191,"2007",84,1,1,0,1,1,"Y","$37,389.00 ","$0.00 ","P I F","$14,000.00 ","$7,000.00 "
"1094","JIREH RESTAURANT & CATERING","MO","SUPERIOR FINANCIAL GROUP, LLC","CA",722110,"2006",102,15,1,2,15,1,"0","$15,000.00 ","$0.00 ","CHGOFF","$15,000.00 ","$12,750.00 "
"1095","THE BEAUTY SOURCE","CA","RABOBANK, NATIONAL ASSOCIATION","CA",0,"1999",120,2,1,2,2,0,"0","$155,000.00 ","$0.00 ","P I F","$155,000.00 ","$116,250.00 "
"1096","AUTHORIZED DISTRIBUTOR MATCO T","OH","CITICAPITAL SMALL BUS. FINANCE","TX",441310,"1999",68,1,2,0,0,0,"0","$55,000.00 ","$0.00 ","CHGOFF","$55,000.00 ","$44,000.00 "
"1097","MATTY B'S URBAN BAR & RESTAURA","MN","WELLS FARGO BANK NATL ASSOC","SD",722110,"2006",53,3,2,40,3,1,"0","$269,999.00 ","$0.00 ","CHGOFF","$270,000.00 ","$202,500.00 "
"1098","Sunki Fashion, Inc.","CA","BANK OF AMERICA NATL ASSOC","NC",315999,"2007",60,10,1,0,10,1,"N","$34,600.00 ","$0.00 ","CHGOFF","$35,000.00 ","$17,500.00 "
"1099","Luksus Real Estate, LLC","IL","BANK OF AMERICA NATL ASSOC","NC",531390,"2007",84,8,1,0,8,1,"T","$50,650.00 ","$0.00 ","P I F","$35,000.00 ","$17,500.00 "
"1100","Sharp Cleaning Corporation","MA","BANK OF AMERICA NATL ASSOC","NC",541618,"2007",84,36,1,30,66,1,"Y","$52,500.00 ","$0.00 ","P I F","$35,000.00 ","$17,500.00 "
"1101","Murat, LLC.","VA","BANK OF AMERICA NATL ASSOC","NC",524210,"2007",84,1,1,3,1,1,"Y","$12,000.00 ","$0.00 ","P I F","$12,000.00 ","$6,000.00 "
"1102","LAW OFFICES OF SERGIO H. ENRIQ","TX","LNB, A DIVISION OF","TX",541110,"1999",84,2,1,0,0,0,"0","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$40,000.00 "
"1103","I9 Advantage, LLC","OH","PNC BANK, NATIONAL ASSOCIATION","DE",518210,"2007",60,6,2,3,3,1,"Y","$181,360.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"1104","PERFORMANCE WHEEL OUTLET INC","CA","FIRST BANK","CA",0,"1999",300,14,1,0,14,0,"0","$479,400.00 ","$0.00 ","P I F","$479,400.00 ","$359,550.00 "
"1105","BAMBOO ADVANTAGE INC.","PA","CAPITAL ONE NATL ASSOC","VA",423310,"2007",51,3,1,2,3,1,"N","$100,000.00 ","$0.00 ","CHGOFF","$100,000.00 ","$50,000.00 "
"1106","THOMAS KILMER MARTIN DBA T MAR","VA","CAPITAL ONE NATL ASSOC","VA",424990,"2007",84,6,1,0,6,1,"N","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"1107","Creditability, Inc","IA","FARMERS STATE BANK","IA",522298,"2007",84,2,2,2,0,1,"N","$57,000.00 ","$0.00 ","P I F","$57,000.00 ","$48,450.00 "
"1108","ALASKA DINNER FACTORY INC","AK","ALASKA GROWTH CAP. BIDCO INC.","AK",722211,"2006",82,3,2,0,0,2,"0","$380,000.00 ","$0.00 ","CHGOFF","$380,000.00 ","$285,000.00 "
"1109","PANACHE HAIR SALON INC","MD","CHESAPEAKE BUS. FINAN CORP","DC",812112,"2006",240,7,1,13,0,1,"0","$237,000.00 ","$0.00 ","P I F","$237,000.00 ","$237,000.00 "
"1110","Burdsall Consulting Services,","AZ","JPMORGAN CHASE BANK NATL ASSOC","IL",541211,"2007",84,1,1,3,4,1,"N","$25,000.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"1111","Sport Clips","TX","FIRST BANK","MO",812112,"2006",84,16,2,0,0,1,"N","$150,000.00 ","$0.00 ","P I F","$150,000.00 ","$127,500.00 "
"1112","Tito Services","FL","BBCN BANK","CA",561730,"2007",51,2,2,2,3,1,"N","$15,000.00 ","$0.00 ","CHGOFF","$15,000.00 ","$12,750.00 "
"1113","MAILBOXES, ETC.","AL","REGIONS BANK","AL",0,"1999",84,3,2,0,0,0,"0","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$80,000.00 "
"1114","CHENOWETH DISTRIBUTING,HOTSY W","MT","WESTERN SECURITY BANK","MT",333911,"1999",84,6,1,0,0,0,"0","$20,000.00 ","$0.00 ","P I F","$20,000.00 ","$16,000.00 "
"1115","PENNERS PILOT SERVICE","UT","ZIONS FIRST NATIONAL BANK","UT",0,"1999",120,2,1,0,0,0,"0","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$80,000.00 "
"1116","FAR FETCHED IMPORT FURNITURE,","WA","CAPITAL ONE NATL ASSOC","VA",442110,"2007",51,60,1,0,60,1,"N","$100,000.00 ","$0.00 ","CHGOFF","$100,000.00 ","$50,000.00 "
"1117","BENDERS MENDERS LLC","CO","WELLS FARGO BANK NATL ASSOC","SD",811121,"2007",84,1,2,6,7,1,"Y","$25,300.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"1118","Sport Cuts Inc.","WI","BMO HARRIS BK NATL ASSOC","IL",812112,"2007",84,6,2,6,8,1,"N","$36,000.00 ","$0.00 ","P I F","$36,000.00 ","$18,000.00 "
"1119","Jackson Motorcycle, L.L.C.","MO","COMMERCE BANK","MO",441221,"2007",84,3,1,0,3,1,"T","$38,959.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"1120","BVS","KY","COMMUNITY TRUST BANK, INC.","KY",442110,"2006",2,3,2,2,3,1,"0","$72,000.00 ","$0.00 ","CHGOFF","$72,000.00 ","$61,200.00 "
"1121","Toast Enterprises, LLC","MI","BANK OF AMERICA NATL ASSOC","NC",722110,"2007",84,15,1,6,15,1,"N","$129,575.00 ","$0.00 ","P I F","$130,000.00 ","$65,000.00 "
"1122","BENBROOK FOOD MART","TX","JPMORGAN CHASE BANK NATL ASSOC","NV",0,"1999",123,2,1,0,2,0,"0","$170,000.00 ","$0.00 ","P I F","$170,000.00 ","$127,500.00 "
"1123","Walter Z Construction, Inc.","SC","BANK OF AMERICA NATL ASSOC","NC",236118,"2007",53,3,2,0,3,1,"N","$9,250.00 ","$0.00 ","CHGOFF","$7,000.00 ","$3,500.00 "
"1124","Ormachea Jewelry, Inc. A Calif","CA","RABOBANK, NATIONAL ASSOCIATION","CA",448310,"2007",36,3,1,0,3,1,"Y","$238,684.00 ","$0.00 ","P I F","$100,000.00 ","$50,000.00 "
"1125","SHURTLEFF APPRAISAL ASSOCIATES","NH","BANK OF NEW ENGLAND","NH",0,"1999",60,4,1,0,0,0,"0","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$40,000.00 "
"1126","Nelson H. Curt dba Nelson Dent","CA","FIRST BANK","MO",621210,"2007",84,4,1,0,4,1,"Y","$220,181.00 ","$0.00 ","P I F","$100,000.00 ","$50,000.00 "
"1127","Chacap, LLC","KS","U.S. BANK NATIONAL ASSOCIATION","OH",453991,"2007",24,4,2,0,4,1,"N","$5,000.00 ","$0.00 ","P I F","$5,000.00 ","$2,500.00 "
"1128","Jg Mobile Trailer Repair","CA","BBCN BANK","CA",811490,"2007",76,2,2,25,25,1,"N","$10,000.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"1129","MISSOURI RIVER GALLERY AND GIF","MT","WELLS FARGO BANK NATL ASSOC","SD",453220,"2007",16,1,2,1,2,2,"Y","$47,049.00 ","$0.00 ","CHGOFF","$30,000.00 ","$15,000.00 "
"1130","KIDS ACADEMY, LLC","IA","U.S. BANK NATIONAL ASSOCIATION","OH",611710,"2007",60,14,1,2,16,1,"N","$25,000.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"1131","Ramirez & Associates, LLC","MD","BANK OF AMERICA NATL ASSOC","NC",531210,"2007",84,2,2,0,2,1,"Y","$10,000.00 ","$0.00 ","P I F","$5,000.00 ","$2,500.00 "
"1132","CHRISTIAN WHEELER ENGINEERING","CA","U.S. BANK NATIONAL ASSOCIATION","CA",541330,"1999",12,15,2,0,0,0,"N","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$75,000.00 "
"1133","PMD Cartridge, LLC dba Cartrid","AL","PNC BANK, NATIONAL ASSOCIATION","DE",561499,"2007",88,2,2,0,2,1,"N","$169,000.00 ","$0.00 ","CHGOFF","$169,000.00 ","$126,750.00 "
"1134","EAS ELECTRIC","CA","CAPITAL ONE NATL ASSOC","VA",238210,"2007",43,7,2,2,7,1,"N","$25,000.00 ","$0.00 ","CHGOFF","$25,000.00 ","$12,500.00 "
"1135","SANDSTONE GROUP, LLC","OH","CITIZENS BANK NATL ASSOC","RI",561720,"2007",60,7,1,0,7,1,"Y","$23,345.00 ","$0.00 ","P I F","$20,000.00 ","$10,000.00 "
"1136","WELCOME HOME BY DESIGN","ND","BREMER BANK NATL ASSOC","ND",238330,"2006",12,4,1,0,4,1,"Y","$50,000.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"1137","THREE D EXPRESS","MD","SUPERIOR FINANCIAL GROUP, LLC","CA",484110,"2006",87,1,2,0,1,1,"0","$5,000.00 ","$0.00 ","CHGOFF","$5,000.00 ","$4,250.00 "
"1138","COUNTRY COTTAGE","MN","FIRST NATIONAL BANK","MN",452990,"1999",116,1,2,0,0,0,"0","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$80,000.00 "
"1139","Sontes","MN","WELLS FARGO BANK NATL ASSOC","SD",722410,"2006",84,2,1,25,2,1,"Y","$25,629.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"1140","Der Meister, Inc","WI","COMMUNITY FIRST CU","WI",337110,"2007",96,13,1,2,13,1,"N","$170,000.00 ","$0.00 ","P I F","$170,000.00 ","$85,000.00 "
"1141","GOOD SHEPHERD","KY","1ST COMMONWEALTH BK OF PRESTO","KY",451211,"1999",60,2,2,0,0,0,"0","$25,000.00 ","$0.00 ","P I F","$25,000.00 ","$20,000.00 "
"1142","SISCO HOME ELECTRONICS INC","CA","COMERICA BANK","TX",0,"1999",84,3,1,0,3,0,"0","$150,000.00 ","$0.00 ","P I F","$150,000.00 ","$112,500.00 "
"1143","AMBER LIQUOR OF EAGAN, INC","MN","CAPITAL ONE NATL ASSOC","VA",445310,"2007",40,2,2,1,2,1,"N","$25,000.00 ","$0.00 ","CHGOFF","$25,000.00 ","$12,500.00 "
"1144","FOUR GEMS LLC","WI","U.S. BANK NATIONAL ASSOCIATION","OH",445120,"2007",84,2,1,0,2,1,"Y","$25,367.00 ","$0.00 ","P I F","$15,000.00 ","$7,500.00 "
"1145","EL CHEAPO LIFTS","CA","BANC OF CALIFORNIA NATL ASSOC","CA",532310,"2007",120,8,1,0,8,1,"0","$300,000.00 ","$0.00 ","P I F","$300,000.00 ","$225,000.00 "
"1146","SCANDALOUS HAIR & SPA LLC","NJ","BANCO POPULAR NORTH AMERICA","NY",812112,"2007",48,3,1,0,3,1,"Y","$28,860.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"1147","JUST TAKE ACTION, INC.","MN","NORTH SHORE BANK OF COMMERCE","MN",722110,"2007",192,70,1,0,0,1,"N","$390,000.00 ","$0.00 ","P I F","$390,000.00 ","$292,500.00 "
"1148","C & D INC.","TN","BBCN BANK","CA",722110,"2007",60,1,2,0,0,1,"N","$25,000.00 ","$0.00 ","CHGOFF","$25,000.00 ","$12,500.00 "
"1149","SPRINGFIELD PRECISION MACHINE","MO","EMPIRE BANK","MO",0,"1986",84,12,1,0,0,0,"N","$150,000.00 ","$0.00 ","CHGOFF","$150,000.00 ","$130,500.00 "
"1150","Arm-Bel Maintenance, Inc.","CA","BANK OF AMERICA NATL ASSOC","NC",236118,"2007",84,5,1,2,5,1,"Y","$15,590.00 ","$0.00 ","P I F","$8,000.00 ","$4,000.00 "
"1151","KTM Investments, Inc.","TX","BBCN BANK","CA",447110,"2007",192,2,2,1,2,1,"N","$940,000.00 ","$0.00 ","CHGOFF","$940,000.00 ","$705,000.00 "
"1152","PTF PIZZA PRO","MO","HEARTLAND BANK","MO",722110,"2007",84,1,2,35,35,1,"0","$250,000.00 ","$0.00 ","P I F","$250,000.00 ","$187,500.00 "
"1153","EQUITY ONE MORTGAEE, INC","GA","BANK OF NO. GEORGIA A DIVISION","GA",522310,"2007",75,8,2,0,0,1,"N","$26,000.00 ","$0.00 ","CHGOFF","$26,000.00 ","$22,100.00 "
"1154","STEAK ESCAPE","NC","SOUTHERN COMMUN FINAN CORP","NC",722211,"2007",84,14,2,0,0,1,"N","$116,000.00 ","$0.00 ","P I F","$116,000.00 ","$98,600.00 "
"1155","Jonathan Martin Salon, Inc. db","CA","BANK OF AMERICA NATL ASSOC","NC",812112,"2007",57,8,1,0,8,1,"N","$35,192.00 ","$0.00 ","CHGOFF","$35,000.00 ","$17,500.00 "
"1156","Anthony's Place, Inc.","OH","PNC BANK, NATIONAL ASSOCIATION","DE",722211,"2007",54,7,1,2,5,1,"T","$82,536.00 ","$0.00 ","CHGOFF","$25,000.00 ","$12,500.00 "
"1157","1185 DESIGN","CA","MORTGAGE CAP. DEVEL CORP","CA",541430,"2007",240,24,1,0,1,1,"0","$745,000.00 ","$0.00 ","P I F","$745,000.00 ","$745,000.00 "
"1158","Fordham Electric, Inc.","CA","BANK OF AMERICA NATL ASSOC","NC",238210,"2007",69,8,1,0,8,1,"Y","$198,000.00 ","$0.00 ","CHGOFF","$100,000.00 ","$50,000.00 "
"1159","FACILITY PRO TECH INC","FL","JPMORGAN CHASE BANK NATL ASSOC","NV",238210,"2007",84,12,1,1,12,2,"Y","$99,460.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"1160","SPANISH INTERNATIONAL PRODUCTI","CA","BANK OF AMERICA CALIFORNIA N.A","CA",512110,"1999",48,2,1,0,2,0,"0","$10,000.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"1161","HOME ACCENTS SHUTTERS","TX","BANCO POPULAR NORTH AMERICA","NY",442291,"2007",93,6,1,0,6,1,"0","$227,000.00 ","$0.00 ","CHGOFF","$227,000.00 ","$170,250.00 "
"1162","SAFECASTLE LLC","MN","CAPITAL ONE NATL ASSOC","VA",454111,"2007",84,2,1,0,2,1,"N","$25,000.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"1163","Berndt's Tobacco Outlet","PA","MANUFACTURERS & TRADERS TR CO","NY",445120,"2007",10,4,2,0,4,1,"Y","$130,673.00 ","$0.00 ","CHGOFF","$50,000.00 ","$25,000.00 "
"1164","A Motortoys Limousine Service,","OH","THE HUNTINGTON NATIONAL BANK","OH",485320,"2007",60,0,1,0,0,1,"Y","$68,270.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"1165","F & S Refrigeration Inc.","NJ","BANK OF AMERICA NATL ASSOC","NC",811310,"2007",84,4,1,0,4,1,"Y","$10,491.00 ","$0.00 ","P I F","$8,000.00 ","$4,000.00 "
"1166","H AND H ART","CA","BANK OF AMERICA CALIFORNIA N.A","CA",0,"1999",84,1,1,0,1,0,"Y","$6,200.00 ","$0.00 ","P I F","$6,200.00 ","$3,100.00 "
"1167","Dynamix Rehab, LLC","FL","BANK OF AMERICA NATL ASSOC","NC",621498,"2007",84,2,2,0,2,1,"Y","$46,500.00 ","$0.00 ","P I F","$15,000.00 ","$7,500.00 "
"1168","Spinks Pizzeria","OK","BBCN BANK","CA",722110,"2007",74,1,2,20,0,1,"N","$10,000.00 ","$0.00 ","CHGOFF","$10,000.00 ","$8,500.00 "
"1169","SUN VALLEY TRAVELLOG LLC","ID","WELLS FARGO BANK NATL ASSOC","SD",511130,"2007",84,2,1,0,2,2,"Y","$45,356.00 ","$0.00 ","P I F","$30,000.00 ","$15,000.00 "
"1170","OLAN ENTERPRISES CORP","FL","JPMORGAN CHASE BANK NATL ASSOC","IL",453220,"2007",74,4,1,0,4,1,"Y","$79,210.00 ","$0.00 ","CHGOFF","$40,000.00 ","$20,000.00 "
"1171","MCM Engineering, Inc.","CA","BANK OF AMERICA NATL ASSOC","NC",423860,"2007",45,7,1,0,0,1,"N","$325,000.00 ","$0.00 ","P I F","$325,000.00 ","$243,750.00 "
"1172","BHI Builders, Inc.","CA","U.S. BANK NATIONAL ASSOCIATION","OH",561730,"2007",84,6,1,0,6,1,"Y","$146,635.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"1173","CHAMBERS INSURANCE SERVICES IN","CA","SUPERIOR FINANCIAL GROUP, LLC","CA",524210,"2007",120,1,2,1,1,1,"0","$12,500.00 ","$0.00 ","P I F","$12,500.00 ","$10,625.00 "
"1174","LA TERRASSE","CA","MISSION NATIONAL BANK","CA",722110,"2007",57,35,2,0,0,1,"N","$307,550.00 ","$0.00 ","CHGOFF","$307,550.00 ","$230,663.00 "
"1175","ROADSIDE PUMP & GROCERY","MN","TWIN CITIES-METRO CERT. DEVEL","MN",447110,"2007",240,1,1,5,0,1,"0","$243,000.00 ","$0.00 ","P I F","$243,000.00 ","$243,000.00 "
"1176","TILLAMOOK COMPUTERS, LLC","OR","U.S. BANK NATIONAL ASSOCIATION","OH",811211,"2007",33,3,1,0,3,1,"Y","$82,261.00 ","$0.00 ","CHGOFF","$30,000.00 ","$15,000.00 "
"1177","TECHNIQUE, LLC","UT","WELLS FARGO BANK NATL ASSOC","SD",423910,"2007",48,6,1,0,6,1,"Y","$42,284.00 ","$0.00 ","CHGOFF","$25,000.00 ","$12,500.00 "
"1178","DANCENSATION","KY","FIFTH THIRD BANK","OH",611610,"1999",60,5,1,0,0,0,"0","$30,000.00 ","$0.00 ","P I F","$30,000.00 ","$24,000.00 "
"1179","MASAGE ENVY CARROLLTON","TX","BANCO POPULAR NORTH AMERICA","NY",812199,"2007",84,2,2,4,6,1,"Y","$50,337.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"1180","ELY CHIROPRACTIC","CA","WESTAMERICA BANK","CA",0,"1986",13,2,2,0,0,0,"N","$34,000.00 ","$0.00 ","CHGOFF","$34,000.00 ","$30,600.00 "
"1181","Barazi Inc. dba Charo Chicken","CA","BANK OF AMERICA NATL ASSOC","NC",722110,"2007",62,15,1,0,15,1,"N","$71,999.00 ","$0.00 ","CHGOFF","$35,000.00 ","$17,500.00 "
"1182","FUNOFAKIND, LLC","TX","CENTENNIAL BANK","TX",713990,"2007",64,4,2,0,0,1,"N","$70,000.00 ","$0.00 ","CHGOFF","$70,000.00 ","$59,500.00 "
"1183","JACKSON AUTO SALVAGE INC","MD","BANK OF THE WEST","CA",421140,"1999",120,18,1,0,0,0,"0","$1,400,000.00 ","$0.00 ","P I F","$1,400,000.00 ","$749,994.00 "
"1184","AGOURA ELECTRIC","CA","CITIBANK, N.A.","SD",238210,"2007",84,50,1,0,50,1,"Y","$160,494.00 ","$0.00 ","P I F","$90,000.00 ","$45,000.00 "
"1185","Angelina's Gelatoria","NY","UMPQUA BANK","OR",722213,"2007",39,1,2,1,1,1,"N","$50,000.00 ","$0.00 ","CHGOFF","$50,000.00 ","$42,500.00 "
"1186","FIREFLY LIGHTING INC","NM","ENCHANTMENT LAND CERT. DEVEL C","NM",335122,"2007",240,8,1,3,0,1,"0","$295,000.00 ","$0.00 ","P I F","$295,000.00 ","$295,000.00 "
"1187","Tangible Truth","CA","BBCN BANK","CA",711510,"2007",77,3,1,3,3,1,"N","$25,000.00 ","$0.00 ","CHGOFF","$25,000.00 ","$21,250.00 "
"1188","Otero, Incorporated","OH","PNC BANK, NATIONAL ASSOCIATION","DE",722211,"2007",60,10,1,0,10,1,"Y","$222,760.00 ","$0.00 ","P I F","$100,000.00 ","$50,000.00 "
"1189","Restaurant Miguel, Inc.","NY","SANTANDER BANK NATL ASSOC","DE",722110,"2007",36,9,1,2,9,1,"N","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$50,000.00 "
