"State","BankState","ApprovalFY","Term","NoEmp","NewExist","CreateJob","RetainedJob","UrbanRural","RevLineCr","DisbursementGross","MIS_Status","GrAppv","SBA_Appv","WhichCompany","yearsAfterAprv"
"Northeast","Northeast",2007,84,3,"New",0,3,"Urban","N",194600,"P I F",194600,97300,"72",15
"Midwest","Northeast",2007,84,1,"NotNew",1,1,"Rural","N",50000,"P I F",50000,25000,"23",15
"Plains","Plains",1998,158,7,"NotNew",0,0,"Undefined","0",230000,"CHGOFF",230000,172500,"00",24
"Southeast","Southeast",1998,120,3,"NotNew",0,0,"Undefined","N",77000,"P I F",77000,57750,"11",24
"Northeast","Northeast",2007,60,2,"NotNew",0,2,"Urban","Y",38621,"P I F",25000,12500,"23",15
"Pacific West","Midwest",2007,84,6,"NotNew",0,6,"Urban","Y",50958,"P I F",40000,20000,"23",15
"Pacific West","Pacific West",1998,240,1,"NotNew",0,1,"Undefined","N",143000,"P I F",143000,143000,"23",24
"Northeast","Northeast",1998,60,1,"New",0,0,"Urban","N",12000,"P I F",12000,9600,"00",24
"Midwest","Midwest",2007,3,1,"NotNew",0,1,"Urban","Y",84125,"CHGOFF",24000,12000,"81",15
"Northeast","Northeast",2006,86,2,"NotNew",0,2,"Urban","N",15000,"P I F",15000,7500,"71",16
"Northeast","Northeast",1998,144,27,"NotNew",0,0,"Undefined","0",249000,"P I F",249000,186750,"00",24
"Midwest","Northeast",2007,20,8,"New",0,2,"Rural","N",25000,"CHGOFF",25000,12500,"31",15
"Northeast","Southeast",2007,41,9,"NotNew",1,10,"Urban","Y",15000,"CHGOFF",10000,5000,"42",15
"Pacific West","Pacific West",1998,67,6,"NotNew",0,0,"Undefined","0",50000,"CHGOFF",50000,40000,"23",24
"Plains","Plains",1998,108,1,"NotNew",0,0,"Undefined","0",69000,"P I F",69000,55200,"81",24
"Plains","Plains",1998,123,6,"New",0,0,"Undefined","N",553500,"P I F",553500,415125,"62",24
"Midwest","Midwest",1998,288,10,"NotNew",0,0,"Undefined","0",525847,"P I F",543559,407669,"00",24
"Pacific West","Pacific West",1998,84,2,"NotNew",0,0,"Undefined","0",75000,"P I F",75000,60000,"00",24
"Southeast","Southeast",2006,7,11,"NotNew",0,0,"Urban","N",1e+05,"CHGOFF",1e+05,90000,"32",16
"Northeast","Midwest",1998,60,4,"New",0,0,"Undefined","0",45000,"P I F",45000,22500,"62",24
"Southeast","Midwest",2007,36,1,"New",1,2,"Urban","Y",52511,"CHGOFF",15000,7500,"42",15
"Midwest","Pacific West",2007,84,1,"New",0,1,"Urban","N",5000,"P I F",5000,4250,"45",15
"Midwest","Midwest",2006,84,14,"NotNew",0,14,"Rural","Y",89635,"P I F",30000,15000,"56",16
"Midwest","Southeast",1998,84,1,"New",0,0,"Undefined","0",180000,"P I F",180000,135000,"00",24
"Plains","Plains",1998,240,6,"New",0,0,"Undefined","N",179000,"P I F",179000,179000,"00",24
"Northeast","Northeast",1998,120,3,"New",0,0,"Undefined","0",64000,"P I F",64000,51200,"00",24
"Pacific West","Pacific West",1998,120,15,"New",0,0,"Undefined","0",125000,"P I F",125000,93750,"00",24
"Northeast","Midwest",2007,60,1,"NotNew",0,0,"Rural","Y",13513,"P I F",8000,4000,"54",15
"Northeast","Northeast",1998,180,7,"NotNew",0,0,"Undefined","0",275000,"P I F",275000,206250,"00",24
"Midwest","Northeast",1985,120,5,"NotNew",0,0,"Undefined","N",71000,"P I F",71000,71000,"00",37
"Pacific West","Pacific West",2006,120,1,"NotNew",2,3,"Urban","0",450000,"P I F",450000,337500,"44",16
"Southeast","Midwest",2007,84,2,"New",2,2,"Urban","N",10200,"P I F",10200,5100,"81",15
"Pacific West","Pacific West",1998,84,8,"New",0,0,"Undefined","0",170000,"P I F",170000,127500,"42",24
"Midwest","Midwest",2007,37,2,"New",2,2,"Urban","Y",183986,"CHGOFF",50000,25000,"54",15
"Plains","Plains",1985,20,9,"NotNew",0,0,"Undefined","N",53000,"P I F",53000,53000,"00",37
"HI","HI",1998,84,13,"New",0,0,"Undefined","0",1e+05,"P I F",1e+05,80000,"56",24
"Midwest","Midwest",2007,84,2,"NotNew",2,2,"Urban","Y",26172,"P I F",25000,12500,"45",15
"Pacific West","Pacific West",1998,1,6,"NotNew",0,0,"Undefined","Y",69184,"CHGOFF",50000,25000,"00",24
"Pacific West","Pacific West",1998,84,2,"New",0,0,"Undefined","0",30000,"P I F",30000,24000,"42",24
"Southeast","Southeast",1998,84,1,"New",0,0,"Undefined","0",14000,"P I F",14000,7000,"00",24
"Midwest","Midwest",1998,120,3,"New",0,0,"Undefined","0",1e+05,"P I F",1e+05,80000,"00",24
"Southeast","Southeast",2007,84,1,"New",0,1,"Urban","Y",7000,"P I F",5000,2500,"54",15
"Pacific West","Midwest",1998,84,2,"New",0,0,"Undefined","0",55000,"P I F",55000,44000,"62",24
"Pacific West","Midwest",2007,84,2,"NotNew",0,2,"Urban","N",25400,"P I F",25400,12700,"54",15
"Southeast","Southeast",1998,180,1,"New",0,0,"Undefined","N",659300,"P I F",659300,494475,"11",24
"Southeast","Pacific West",2007,55,3,"NotNew",0,3,"Rural","N",67800,"CHGOFF",67800,33900,"44",15
"Pacific West","Pacific West",1998,84,2,"NotNew",0,0,"Undefined","0",80000,"P I F",80000,64000,"00",24
"Northeast","Northeast",2006,9,1,"NotNew",0,1,"Urban","0",150000,"P I F",150000,112500,"23",16
"Northeast","Northeast",1998,240,11,"NotNew",0,0,"Undefined","N",530000,"P I F",530000,530000,"00",24
"Midwest","Midwest",2007,72,1,"New",0,1,"Urban","Y",42289,"P I F",20000,10000,"44",15
"Southeast","Pacific West",2006,66,1,"New",1,1,"Urban","0",5000,"CHGOFF",5000,4250,"31",16
"Northeast","Southeast",2007,33,6,"NotNew",0,6,"Urban","Y",124720,"CHGOFF",1e+05,50000,"81",15
"Plains","Plains",1998,84,7,"NotNew",0,0,"Undefined","0",48100,"P I F",1e+05,80000,"00",24
"Pacific West","Pacific West",1998,120,23,"NotNew",0,0,"Undefined","0",3e+05,"P I F",3e+05,225000,"00",24
"Southeast","Pacific West",2007,123,5,"New",0,5,"Urban","N",243000,"P I F",243000,182250,"45",15
"Pacific West","Midwest",2007,84,3,"New",0,3,"Urban","Y",73320,"P I F",20000,10000,"31",15
"Midwest","Midwest",1985,180,22,"NotNew",0,0,"Undefined","N",141000,"P I F",141000,141000,"00",37
"Plains","Plains",2006,84,2,"NotNew",0,2,"Rural","0",15000,"P I F",15000,12750,"33",16
"Northeast","Northeast",2007,60,1,"New",0,1,"Urban","N",20000,"P I F",20000,10000,"23",15
"Midwest","Midwest",1985,120,14,"NotNew",0,0,"Undefined","N",168000,"P I F",168000,168000,"00",37
"Pacific West","Midwest",1998,84,3,"NotNew",0,0,"Undefined","0",742500,"P I F",742500,531110,"00",24
"Southeast","Pacific West",1998,41,2,"New",0,0,"Undefined","0",53700,"CHGOFF",53700,42960,"56",24
"Northeast","Northeast",2007,84,4,"NotNew",0,4,"Urban","N",75000,"P I F",75000,37500,"44",15
"Pacific West","Plains",2007,57,30,"NotNew",1,0,"Urban","Y",50000,"P I F",350000,175000,"54",15
"Pacific West","Midwest",2007,84,4,"NotNew",0,4,"Urban","Y",126114,"P I F",50000,25000,"52",15
"Northeast","Northeast",2007,60,5,"New",0,5,"Urban","N",38000,"P I F",38000,19000,"81",15
"Northeast","Southeast",2007,53,1,"NotNew",1,1,"Urban","Y",49504,"CHGOFF",33500,16750,"42",15
"Northeast","Northeast",2007,90,1,"New",1,1,"Urban","N",15000,"P I F",15000,7500,"54",15
"Northeast","Northeast",2007,36,1,"NotNew",0,1,"Urban","Y",95350,"CHGOFF",50000,25000,"23",15
"Northeast","Pacific West",2006,50,5,"NotNew",2,5,"Urban","0",20000,"P I F",20000,17000,"54",16
"Pacific West","Southeast",2007,66,4,"New",3,4,"Urban","Y",19800,"CHGOFF",10000,5000,"81",15
"Southeast","Pacific West",2007,71,1,"New",1,2,"Urban","N",10000,"CHGOFF",10000,8500,"48",15
"HI","Northeast",2007,58,2,"NotNew",1,2,"Urban","N",35000,"CHGOFF",35000,17500,"23",15
"Northeast","Northeast",1998,84,5,"NotNew",0,0,"Undefined","0",60000,"P I F",60000,48000,"00",24
"Pacific West","Southeast",2007,63,5,"NotNew",0,5,"Urban","0",137500,"CHGOFF",70000,35000,"44",15
"Northeast","Northeast",1998,139,4,"NotNew",0,0,"Undefined","0",30000,"P I F",30000,24000,"00",24
"Plains","Southeast",2007,65,2,"NotNew",0,2,"Urban","0",59500,"CHGOFF",50000,25000,"23",15
"Northeast","Midwest",2007,84,2,"NotNew",1,3,"Urban","Y",25000,"P I F",25000,12500,"23",15
"Midwest","Midwest",1998,120,2,"NotNew",0,0,"Undefined","0",64000,"P I F",64000,51200,"00",24
"Midwest","Midwest",1985,198,2,"NotNew",0,0,"Undefined","N",5e+05,"CHGOFF",5e+05,4e+05,"00",37
"Plains","Midwest",2007,84,1,"NotNew",0,1,"Urban","Y",111438,"P I F",25000,12500,"62",15
"Northeast","Northeast",2006,84,4,"New",0,4,"Urban","Y",16420,"P I F",10000,5000,"72",16
"Midwest","Midwest",2007,84,5,"New",2,3,"Urban","N",56100,"P I F",56100,28050,"71",15
"Pacific West","Pacific West",1998,180,1,"New",0,0,"Undefined","0",18000,"P I F",18000,14400,"11",24
"Midwest","Midwest",1998,84,4,"NotNew",0,0,"Undefined","0",30000,"P I F",30000,24000,"00",24
"Plains","Midwest",1998,87,2,"New",0,0,"Undefined","0",40000,"P I F",40000,32000,"00",24
"Pacific West","Pacific West",1998,96,1,"New",0,0,"Undefined","0",190000,"P I F",190000,142500,"00",24
"Plains","Plains",1985,180,20,"New",0,0,"Undefined","N",298000,"P I F",298000,298000,"00",37
"Plains","Northeast",2007,84,1,"NotNew",2,1,"Urban","N",15000,"P I F",15000,7500,"33",15
"HI","HI",1998,12,30,"NotNew",0,0,"Undefined","N",2e+05,"P I F",2e+05,495000,"00",24
"Plains","Midwest",2007,69,5,"NotNew",3,5,"Urban","Y",168710,"CHGOFF",1e+05,50000,"54",15
"Midwest","Midwest",2007,51,3,"New",0,3,"Urban","N",72100,"CHGOFF",72100,61285,"61",15
"Pacific West","Pacific West",1998,84,3,"NotNew",0,0,"Undefined","Y",14000,"P I F",50000,25000,"00",24
"Midwest","Northeast",2007,72,15,"New",0,15,"Rural","N",19200,"P I F",19200,9600,"81",15
"Pacific West","Pacific West",2006,92,10,"NotNew",0,10,"Urban","0",1e+05,"CHGOFF",1e+05,85000,"31",16
"Midwest","Midwest",1998,84,5,"NotNew",1,0,"Undefined","0",60000,"P I F",60000,45000,"00",24
"Northeast","Northeast",2006,84,6,"NotNew",0,0,"Rural","N",150000,"P I F",150000,127500,"71",16
"Northeast","Northeast",1998,60,9,"New",0,0,"Undefined","N",47500,"P I F",47500,38000,"00",24
"Pacific West","Midwest",2007,84,1,"New",0,1,"Urban","Y",14000,"P I F",14000,7000,"53",15
"Midwest","Midwest",2006,30,2,"New",2,4,"Rural","Y",426508,"CHGOFF",150000,75000,"44",16
"Northeast","Northeast",2006,86,21,"NotNew",0,0,"Urban","0",5e+05,"CHGOFF",5e+05,375000,"42",16
"Pacific West","Pacific West",2007,19,1,"NotNew",0,1,"Rural","Y",107153,"CHGOFF",40000,20000,"11",15
"Northeast","Northeast",2007,1,1,"NotNew",0,1,"Urban","N",5200,"CHGOFF",5200,2600,"33",15
"Southeast","Southeast",1985,120,8,"New",0,0,"Undefined","N",255000,"CHGOFF",255000,229500,"00",37
"Northeast","Northeast",1998,36,2,"NotNew",0,0,"Undefined","0",10000,"P I F",10000,5000,"00",24
"Northeast","Midwest",2007,84,1,"NotNew",1,1,"Urban","Y",45573,"P I F",25000,12500,"31",15
"Plains","Plains",1998,240,25,"NotNew",0,9,"Undefined","N",559000,"P I F",559000,559000,"00",24
"Pacific West","Northeast",1998,240,2,"New",0,0,"Undefined","N",130000,"P I F",130000,97500,"00",24
"Midwest","Plains",2006,80,1,"NotNew",1,6,"Urban","Y",109621,"P I F",25000,12500,"44",16
"Northeast","Midwest",1998,60,3,"New",0,0,"Undefined","0",40000,"P I F",40000,20000,"00",24
"Pacific West","Pacific West",1998,240,1,"NotNew",0,0,"Undefined","0",212000,"P I F",252000,189000,"51",24
"Plains","Midwest",1998,75,4,"NotNew",0,0,"Undefined","0",203000,"CHGOFF",203000,152250,"00",24
"Midwest","Midwest",2006,120,6,"NotNew",0,0,"Rural","N",130000,"P I F",130000,110500,"31",16
"Pacific West","Pacific West",1998,120,4,"NotNew",2,0,"Undefined","0",3e+05,"P I F",3e+05,225000,"00",24
"Southeast","Midwest",2007,18,3,"NotNew",0,3,"Urban","Y",192002,"CHGOFF",50000,25000,"44",15
"Southeast","Southeast",1998,96,6,"NotNew",0,0,"Undefined","0",62000,"P I F",62000,49600,"54",24
"Northeast","Northeast",2007,72,2,"NotNew",0,2,"Urban","0",31000,"P I F",25000,12500,"44",15
"Northeast","Southeast",2007,84,5,"New",0,5,"Urban","Y",62500,"P I F",35000,17500,"42",15
"Northeast","Northeast",2007,36,3,"NotNew",1,0,"Urban","N",25000,"P I F",25000,12500,"72",15
"Southeast","Plains",1998,60,10,"NotNew",0,0,"Undefined","0",50000,"P I F",50000,40000,"31",24
"Southeast","Southeast",2006,84,18,"NotNew",2,0,"Urban","0",175000,"P I F",175000,29750,"33",16
"Northeast","Northeast",1998,99,1,"New",0,0,"Undefined","0",94300,"CHGOFF",94300,75440,"81",24
"Midwest","Northeast",2007,28,6,"New",0,6,"Urban","Y",28231,"CHGOFF",10000,5000,"45",15
"Southeast","Plains",1985,120,11,"New",0,0,"Undefined","N",163000,"P I F",163000,163000,"00",37
"Midwest","Midwest",2007,63,1,"New",2,3,"Urban","Y",42006,"CHGOFF",30000,15000,"53",15
"Pacific West","Pacific West",2006,120,24,"New",0,0,"Urban","N",170000,"P I F",170000,127500,"72",16
"Plains","Midwest",2007,84,5,"NotNew",0,5,"Urban","Y",60636,"P I F",25000,12500,"45",15
"Midwest","Midwest",2007,21,4,"NotNew",0,4,"Urban","Y",120385,"CHGOFF",27000,13500,"44",15
"Northeast","Northeast",2007,64,2,"NotNew",1,2,"Urban","N",50000,"CHGOFF",50000,25000,"45",15
"Southeast","Southeast",2007,84,14,"NotNew",3,14,"Urban","Y",50000,"P I F",50000,25000,"33",15
"Midwest","Southeast",1998,90,3,"New",0,0,"Undefined","0",40000,"P I F",40000,32000,"62",24
"Southeast","Midwest",2007,35,3,"NotNew",0,3,"Urban","Y",193907,"CHGOFF",50000,25000,"23",15
"Midwest","Midwest",2007,192,19,"New",0,0,"Urban","N",432204,"P I F",432300,324225,"81",15
"Pacific West","Pacific West",1985,139,13,"NotNew",0,0,"Undefined","N",385300,"CHGOFF",414100,322998,"00",37
"Midwest","Plains",1998,167,12,"NotNew",0,0,"Undefined","0",210000,"P I F",210000,157500,"00",24
"Plains","Plains",1998,84,2,"New",0,0,"Undefined","0",48000,"P I F",48000,38400,"00",24
"Northeast","Southeast",2007,41,3,"NotNew",0,3,"Urban","Y",12515,"CHGOFF",5000,2500,"48",15
"Pacific West","Pacific West",2007,84,3,"New",0,3,"Urban","N",10000,"P I F",10000,8500,"44",15
"Midwest","Northeast",2007,61,3,"New",0,3,"Urban","Y",7471,"CHGOFF",5000,2500,"54",15
"Pacific West","Pacific West",2007,120,2,"New",0,2,"Rural","N",1e+05,"P I F",1e+05,85000,"56",15
"Northeast","Northeast",2007,40,5,"NotNew",0,5,"Urban","N",63000,"CHGOFF",63000,31500,"72",15
"Midwest","Midwest",2006,89,3,"New",3,0,"Urban","0",96000,"CHGOFF",96000,81600,"44",16
"Southeast","Northeast",1998,84,20,"New",0,0,"Undefined","N",85000,"P I F",85000,68000,"00",24
"Midwest","Northeast",2007,84,7,"NotNew",0,7,"Urban","N",50000,"P I F",50000,25000,"23",15
"Northeast","Northeast",2007,84,8,"NotNew",0,8,"Urban","N",1e+05,"P I F",1e+05,50000,"72",15
"Plains","Midwest",2007,84,7,"New",0,7,"Urban","Y",113268,"P I F",50000,25000,"53",15
"Midwest","Midwest",2007,60,1,"NotNew",0,0,"Urban","N",10000,"P I F",10000,5000,"81",15
"Pacific West","Midwest",2006,35,3,"NotNew",0,3,"Rural","Y",82968,"CHGOFF",25000,12500,"23",16
"Pacific West","Plains",2006,17,8,"NotNew",1,9,"Urban","Y",74311,"CHGOFF",30000,15000,"42",16
"Midwest","Midwest",2006,24,15,"NotNew",0,15,"Rural","0",40000,"P I F",40000,20000,"23",16
"Midwest","Northeast",2007,28,0,"NotNew",0,1,"Urban","Y",24963,"CHGOFF",10500,5250,"42",15
"Southeast","Southeast",1998,47,2,"New",0,0,"Undefined","Y",67500,"P I F",50000,25000,"00",24
"Northeast","Northeast",1998,60,1,"New",0,0,"Undefined","Y",89999,"P I F",30000,15000,"00",24
"Midwest","Midwest",2007,214,12,"New",0,0,"Urban","N",276500,"CHGOFF",276500,207375,"23",15
"Northeast","Southeast",2007,33,5,"NotNew",0,5,"Urban","N",35000,"CHGOFF",35000,17500,"23",15
"Southeast","Pacific West",2007,84,2,"New",0,1,"Urban","N",20000,"P I F",20000,17000,"62",15
"Plains","Southeast",2007,58,2,"NotNew",0,2,"Urban","Y",38875,"CHGOFF",35000,17500,"53",15
"Plains","Pacific West",2007,64,2,"NotNew",0,0,"Urban","N",25000,"P I F",25000,21250,"54",15
"Plains","Midwest",2007,84,1,"NotNew",0,1,"Urban","N",25000,"P I F",25000,12500,"23",15
"Midwest","Pacific West",2007,84,7,"NotNew",3,7,"Urban","N",1e+05,"P I F",1e+05,50000,"54",15
"Northeast","Northeast",1998,84,1,"New",0,0,"Undefined","0",40000,"P I F",40000,32000,"00",24
"Northeast","Northeast",1998,73,2,"NotNew",0,0,"Undefined","N",30000,"P I F",30000,24000,"00",24
"Pacific West","Pacific West",1998,240,1,"New",0,1,"Undefined","N",117000,"P I F",117000,117000,"00",24
"Midwest","Midwest",2006,190,1,"New",0,0,"Rural","N",135000,"CHGOFF",135000,114750,"44",16
"Pacific West","Pacific West",1998,84,2,"NotNew",1,0,"Undefined","0",316700,"P I F",347000,260250,"00",24
"Plains","Plains",1985,180,5,"NotNew",0,0,"Undefined","N",464000,"P I F",464000,464000,"00",37
"Midwest","Midwest",1985,240,18,"NotNew",0,0,"Undefined","N",289000,"P I F",289000,289000,"00",37
"Plains","Southeast",2007,46,4,"NotNew",1,4,"Rural","N",95000,"CHGOFF",62000,31000,"48",15
"Pacific West","Plains",2006,84,1,"NotNew",0,1,"Urban","Y",51622,"P I F",20000,10000,"56",16
"Southeast","Southeast",2006,51,14,"NotNew",0,14,"Urban","Y",37355,"CHGOFF",30000,15000,"23",16
"Midwest","Midwest",1998,60,2,"NotNew",0,0,"Undefined","0",30000,"P I F",30000,24000,"81",24
"Pacific West","Pacific West",1998,120,26,"New",0,0,"Undefined","0",330000,"P I F",330000,247500,"33",24
"Plains","Midwest",2007,72,3,"New",0,3,"Urban","N",11900,"P I F",11900,5950,"23",15
"Plains","Plains",1998,240,6,"NotNew",0,0,"Undefined","0",75000,"P I F",75000,60000,"00",24
"Northeast","Midwest",2007,84,1,"NotNew",0,1,"Urban","Y",37147,"P I F",15000,7500,"32",15
"Southeast","Southeast",2006,240,1,"New",1,0,"Urban","0",734000,"P I F",734000,548475,"72",16
"Southeast","Northeast",2006,22,2,"New",2,0,"Urban","Y",48746,"CHGOFF",25000,12500,"81",16
"Northeast","Northeast",2006,39,4,"NotNew",0,4,"Rural","0",27000,"CHGOFF",27000,13500,"72",16
"Plains","Plains",1998,180,18,"NotNew",0,0,"Undefined","0",280000,"P I F",280000,210000,"00",24
"Pacific West","Pacific West",2007,68,2,"New",0,2,"Urban","N",10000,"CHGOFF",10000,8500,"44",15
"Northeast","Northeast",2007,4,4,"New",0,4,"Urban","N",25000,"CHGOFF",25000,12500,"56",15
"Midwest","Midwest",1998,180,1,"NotNew",0,0,"Undefined","0",90000,"P I F",90000,72000,"81",24
"Northeast","Southeast",1998,54,1,"NotNew",0,0,"Undefined","Y",8714,"CHGOFF",5000,2500,"00",24
"Pacific West","Pacific West",1998,84,28,"NotNew",0,0,"Undefined","0",2e+05,"P I F",2e+05,150000,"00",24
"Northeast","Northeast",1998,2,27,"New",0,0,"Undefined","N",260000,"CHGOFF",260000,195000,"44",24
"Plains","Plains",2007,96,3,"NotNew",0,3,"Urban","N",190000,"P I F",190000,95000,"81",15
"Southeast","Southeast",2007,24,9,"NotNew",2,9,"Urban","Y",167000,"CHGOFF",78000,39000,"56",15
"Plains","Southeast",2007,84,1,"NotNew",0,1,"Urban","Y",80000,"P I F",60000,30000,"23",15
"Midwest","Midwest",1998,84,11,"NotNew",0,0,"Undefined","N",145000,"P I F",145000,108750,"81",24
"Plains","Plains",1985,120,14,"NotNew",0,0,"Undefined","N",725000,"CHGOFF",725000,493000,"00",37
"Northeast","Midwest",2007,84,2,"NotNew",0,2,"Urban","N",25300,"P I F",25300,12650,"54",15
"Pacific West","Southeast",1985,167,3,"New",0,0,"Undefined","N",25000,"CHGOFF",25000,22500,"00",37
"Plains","Plains",2006,60,1,"New",0,0,"Rural","N",40000,"P I F",40000,34000,"72",16
"Northeast","Northeast",2007,84,2,"NotNew",0,2,"Urban","N",3109,"",5000,2500,"81",15
"Northeast","Northeast",1998,84,5,"NotNew",0,0,"Undefined","0",1e+05,"P I F",1e+05,80000,"00",24
"Midwest","Midwest",2007,20,1,"NotNew",0,1,"Urban","Y",21981,"CHGOFF",10000,5000,"51",15
"Plains","Midwest",2007,84,2,"NotNew",0,2,"Urban","N",15000,"P I F",15000,7500,"48",15
"Pacific West","Pacific West",2006,84,1,"New",0,1,"Urban","0",10000,"P I F",10000,8500,"45",16
"Southeast","Pacific West",2007,56,1,"NotNew",2,0,"Rural","N",20000,"CHGOFF",20000,17000,"44",15
"Pacific West","Pacific West",2006,84,5,"NotNew",0,5,"Urban","0",261600,"P I F",261600,196200,"44",16
"Pacific West","Pacific West",1998,60,13,"New",0,0,"Undefined","Y",50730,"P I F",50000,40000,"56",24
"Midwest","Midwest",1998,60,5,"New",0,0,"Undefined","0",1e+05,"P I F",1e+05,80000,"72",24
"Southeast","Northeast",2007,56,2,"NotNew",1,2,"Urban","N",50000,"CHGOFF",50000,25000,"33",15
"Midwest","Northeast",2007,84,1,"NotNew",1,1,"Urban","N",35000,"P I F",35000,17500,"81",15
"Pacific West","Pacific West",1998,240,2,"NotNew",0,0,"Undefined","N",749000,"P I F",749000,562500,"23",24
"Pacific West","Pacific West",1985,180,5,"NotNew",0,0,"Undefined","N",117000,"P I F",117000,117000,"00",37
"Pacific West","Midwest",2007,84,1,"NotNew",0,1,"Urban","Y",53518,"P I F",17500,8750,"23",15
"Midwest","Midwest",2007,84,3,"NotNew",1,4,"Urban","Y",112430,"P I F",50000,25000,"23",15
"Northeast","Midwest",2007,57,3,"New",2,3,"Urban","N",99993,"CHGOFF",1e+05,50000,"23",15
"Midwest","Midwest",2007,60,5,"NotNew",1,9,"Urban","N",60000,"P I F",60000,30000,"81",15
"Southeast","Pacific West",2006,52,2,"New",1,2,"Urban","0",10000,"CHGOFF",10000,8500,"56",16
"Pacific West","Pacific West",2007,74,5,"New",1,1,"Urban","N",35000,"CHGOFF",35000,29750,"44",15
"Southeast","Southeast",2007,54,1,"NotNew",0,1,"Urban","Y",110500,"CHGOFF",38000,19000,"56",15
"Plains","Plains",2006,16,2,"NotNew",0,2,"Rural","Y",18006,"P I F",5000,2500,"54",16
"Northeast","Northeast",1998,84,2,"NotNew",0,0,"Undefined","N",50000,"P I F",50000,25000,"00",24
"Southeast","Southeast",1998,84,4,"NotNew",0,0,"Undefined","0",1e+05,"P I F",1e+05,80000,"42",24
"Midwest","Midwest",2007,84,1,"New",0,1,"Urban","Y",66323,"P I F",15200,7600,"42",15
"Plains","Plains",1985,10,9,"NotNew",0,0,"Undefined","N",120000,"CHGOFF",120000,78000,"00",37
"Northeast","Northeast",2007,49,2,"NotNew",0,2,"Rural","N",50000,"CHGOFF",50000,25000,"48",15
"Midwest","Northeast",2007,82,1,"NotNew",0,1,"Rural","Y",155516,"P I F",35000,17500,"23",15
"Northeast","Northeast",1998,84,5,"NotNew",0,0,"Undefined","Y",139900,"P I F",75000,37500,"42",24
"Northeast","Northeast",1985,180,20,"NotNew",0,0,"Undefined","N",158000,"P I F",158000,158000,"00",37
"Midwest","Midwest",1985,180,23,"NotNew",0,0,"Undefined","N",168000,"P I F",168000,168000,"00",37
"Plains","Southeast",2007,54,1,"New",0,1,"Urban","N",38050,"CHGOFF",20000,10000,"23",15
"Pacific West","Northeast",2007,61,2,"NotNew",1,2,"Urban","N",35000,"CHGOFF",35000,17500,"42",15
"Southeast","Southeast",1998,72,11,"New",0,0,"Undefined","N",50000,"P I F",50000,40000,"81",24
"Northeast","Northeast",1998,60,3,"NotNew",0,0,"Undefined","0",32000,"P I F",32000,25600,"42",24
